,index,year,وجه نقد,حساب دریافتنی,سرمایه گذاری کوتاه مدت,موجودی کالا,دارایی جاری,سرمایه گذاری بلند مدت,دارایی ثابت,دارایی نامشهود,دارایی,حساب پرداختنی,بدهی جاری,بدهی,سرمایه,سود انباشته,حقوق صاحبان سهام,season,stock,target
10184,5,1391.0,6075.0,0.0,0.0,0.0,49185.0,24728613.0,205.0,0.0,24778003.0,0.0,2114.0,20841.0,60000.0,-31681.0,24757162.0,3,فارس,25244329144808274
10185,6,1392.0,65242.0,10441533.0,0.0,1064034.0,46789132.0,24728614.0,4186.0,0.0,71521932.0,0.0,38660903.0,38701967.0,24788614.0,8025351.0,32819965.0,3,فارس,25244329144808274
10186,7,1393.0,1301454.0,28941445.0,0.0,862164.0,97805246.0,24728614.0,5409.0,306.0,122539575.0,0.0,71508665.0,71565244.0,24788614.0,25271464.0,50974331.0,3,فارس,25244329144808274
10187,8,1394.0,2830506.0,17894311.0,0.0,822553.0,103636136.0,39765784.0,5449.0,959.0,143408328.0,0.0,64084996.0,64201747.0,24788614.0,51939106.0,79206581.0,3,فارس,25244329144808274
10188,9,1395.0,20501.0,0.0,0.0,778660.0,129531072.0,50632921.0,10667.0,1727.0,180177654.0,0.0,72492854.0,72661748.0,50000000.0,80248431.0,107515906.0,3,فارس,25244329144808274
10189,10,1396.0,600428.0,0.0,0.0,0.0,146754157.0,86430557.0,7812.0,3702.0,233299422.0,0.0,104197110.0,104387839.0,50000000.0,74574881.0,128911583.0,3,فارس,25244329144808274
10190,1,1387.0,,,,,,,,,,,,,,,,6,فارس,25244329144808274
10191,2,1388.0,,,,,,,,,,,,,,,,6,فارس,25244329144808274
10192,3,1389.0,,,,,,,,,,,,,,,,6,فارس,25244329144808274
10193,4,1390.0,,,,,,,,,,,,,,,,6,فارس,25244329144808274
10194,5,1391.0,,,,,,,,,,,,,,,,6,فارس,25244329144808274
10195,6,1392.0,233238.0,10391533.0,0.0,881244.0,49199369.0,24728614.0,4651.0,0.0,73932634.0,0.0,40964570.0,41005634.0,24788614.0,8132386.0,32927000.0,6,فارس,25244329144808274
10196,7,1393.0,812762.0,3103313.0,0.0,860520.0,101454645.0,24728614.0,4959.0,846.0,126189064.0,0.0,76988093.0,77063978.0,24788614.0,23422218.0,49125086.0,6,فارس,25244329144808274
10197,8,1394.0,2019063.0,22749124.0,0.0,803761.0,98119431.0,45615824.0,4738.0,959.0,143740952.0,0.0,84922532.0,85077494.0,50000000.0,31395983.0,58663458.0,6,فارس,25244329144808274
10198,9,1395.0,660698.0,0.0,0.0,778114.0,128704962.0,56411150.0,9210.0,1811.0,185268531.0,0.0,90274807.0,90452130.0,50000000.0,42337540.0,94816401.0,6,فارس,25244329144808274
10199,2,1388.0,,,,,,,,,,,,,,,,3,كاسپين,28431095903407567
10200,3,1389.0,,,,,,,,,,,,,,,,3,كاسپين,28431095903407567
10201,10,1396.0,530286.0,0.0,0.0,0.0,155536461.0,86405557.0,8203.0,2315.0,242055730.0,0.0,128593441.0,128841082.0,50000000.0,58877946.0,113214648.0,6,فارس,25244329144808274
10202,1,1387.0,,,,,,,,,,,,,,,,9,فارس,25244329144808274
10203,2,1388.0,,,,,,,,,,,,,,,,9,فارس,25244329144808274
10204,3,1389.0,,,,,,,,,,,,,,,,9,فارس,25244329144808274
10205,4,1390.0,,,,,,,,,,,,,,,,9,فارس,25244329144808274
10206,5,1391.0,,,,,,,,,,,,,,,,9,فارس,25244329144808274
10207,6,1392.0,971013.0,10952822.0,0.0,870181.0,51561144.0,24728614.0,5698.0,0.0,76295456.0,0.0,42873568.0,42914315.0,24788614.0,8559354.0,33381141.0,9,فارس,25244329144808274
10208,7,1393.0,877036.0,1948903.0,0.0,860520.0,87316317.0,24730614.0,5505.0,846.0,112053282.0,0.0,66980665.0,67057843.0,24788614.0,19292572.0,44995439.0,9,فارس,25244329144808274
10209,8,1394.0,1089883.0,6408816.0,0.0,798035.0,100834647.0,46302722.0,10378.0,1008.0,147148755.0,0.0,86439782.0,86582041.0,50000000.0,33299239.0,60566714.0,9,فارس,25244329144808274
10210,9,1395.0,597907.0,0.0,0.0,823531.0,122493371.0,79285550.0,10418.0,2011.0,201931785.0,0.0,103643475.0,103824969.0,50000000.0,45627955.0,98106816.0,9,فارس,25244329144808274
10211,10,1396.0,219127.0,0.0,0.0,0.0,196530508.0,86410357.0,10718.0,2589.0,283057366.0,0.0,170585351.0,170844798.0,50000000.0,57875866.0,112212568.0,9,فارس,25244329144808274
10212,1,1386.0,,,,,,,,,,,,,,,,12,فارس,25244329144808274
10213,2,1387.0,,,,,,,,,,,,,,,,12,فارس,25244329144808274
10214,3,1388.0,,,,,,,,,,,,,,,,12,فارس,25244329144808274
10215,4,1389.0,5271.0,0.0,0.0,0.0,53324.0,0.0,49.0,0.0,53373.0,0.0,2430.0,4584.0,60000.0,-11441.0,48789.0,12,فارس,25244329144808274
10216,5,1390.0,6387.0,0.0,0.0,0.0,49092.0,0.0,125.0,0.0,49217.0,0.0,2495.0,4798.0,60000.0,-15811.0,44419.0,12,فارس,25244329144808274
10217,6,1391.0,199222.0,10441533.0,0.0,0.0,45198136.0,24728614.0,3483.0,0.0,69930233.0,0.0,37051484.0,37092548.0,60000.0,8043071.0,32837685.0,12,فارس,25244329144808274
10218,7,1392.0,1236937.0,24374108.0,0.0,860416.0,90048184.0,24728614.0,4592.0,306.0,114781696.0,0.0,68414743.0,68471353.0,24788614.0,20607475.0,46310343.0,12,فارس,25244329144808274
10219,8,1393.0,606929.0,0.0,0.0,822553.0,100139146.0,39765784.0,5268.0,959.0,139913317.0,0.0,60644344.0,60744426.0,24788614.0,51901416.0,79168891.0,12,فارس,25244329144808274
10220,9,1394.0,2111879.0,0.0,0.0,0.0,139039252.0,50770910.0,10141.0,1176.0,189924727.0,0.0,85602872.0,85776475.0,50000000.0,76880777.0,104148252.0,12,فارس,25244329144808274
10221,10,1395.0,692045.0,0.0,0.0,0.0,149549242.0,86435988.0,8976.0,2188.0,236099588.0,0.0,107681754.0,107874820.0,50000000.0,73888066.0,128224768.0,12,فارس,25244329144808274
10222,1,1387.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10223,2,1388.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10224,3,1389.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10225,4,1390.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10226,5,1391.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10227,6,1392.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10228,7,1393.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10229,8,1394.0,257988.0,2152372.0,437932.0,376895.0,0.0,614207.0,549249.0,3449.0,4631986.0,76863.0,0.0,2916747.0,1200000.0,410428.0,1715239.0,3,آرمان,38738476064699383
10230,9,1395.0,79042.0,2190578.0,346846.0,325448.0,0.0,136189.0,560531.0,3361.0,4319520.0,343382.0,0.0,2916747.0,1200000.0,109732.0,1402773.0,3,آرمان,38738476064699383
10231,10,1396.0,,,,,,,,,,,,,,,,3,آرمان,38738476064699383
10232,1,1387.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10233,2,1388.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10234,3,1389.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10235,4,1390.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10236,5,1391.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10237,6,1392.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10238,7,1393.0,,,,,,,,,,,,,,,,6,آرمان,38738476064699383
10239,8,1394.0,126509.0,2655808.0,430138.0,514950.0,0.0,553707.0,549793.0,3308.0,5151509.0,142315.0,0.0,3606085.0,1200000.0,230986.0,1545424.0,6,آرمان,38738476064699383
10240,9,1395.0,107954.0,1933491.0,347457.0,361880.0,0.0,336189.0,555684.0,2643.0,4225028.0,438682.0,0.0,2808999.0,1200000.0,119200.0,1416029.0,6,آرمان,38738476064699383
10241,10,1396.0,160154.0,2835823.0,349719.0,590694.0,0.0,275736.0,315644.0,1765.0,5380491.0,503692.0,0.0,3974341.0,1200000.0,110267.0,1406150.0,6,آرمان,38738476064699383
10242,1,1387.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10243,2,1388.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10244,3,1389.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10245,4,1390.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10246,5,1391.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10247,6,1392.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10248,7,1393.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10249,8,1394.0,129414.0,2272876.0,418208.0,481742.0,0.0,558304.0,563618.0,3362.0,4607950.0,180226.0,0.0,3132947.0,1200000.0,171128.0,1475003.0,9,آرمان,38738476064699383
10250,9,1395.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10251,10,1396.0,,,,,,,,,,,,,,,,9,آرمان,38738476064699383
10252,1,1386.0,,,,,,,,,,,,,,,,12,آرمان,38738476064699383
10253,2,1387.0,,,,,,,,,,,,,,,,12,آرمان,38738476064699383
10254,3,1388.0,,,,,,,,,,,,,,,,12,آرمان,38738476064699383
10255,4,1389.0,,,,,,,,,,,,,,,,12,آرمان,38738476064699383
10256,5,1390.0,,,,,,,,,,,,,,,,12,آرمان,38738476064699383
10257,6,1391.0,,,,,,,,,,,,,,,,12,آرمان,38738476064699383
10258,7,1392.0,730714.0,725214.0,178477.0,217090.0,0.0,306830.0,233010.0,3508.0,2545662.0,59715.0,0.0,1376847.0,1200000.0,82310.0,1168815.0,12,آرمان,38738476064699383
10259,8,1393.0,493512.0,1661123.0,261747.0,417327.0,0.0,648579.0,547002.0,3607.0,4201896.0,197588.0,0.0,2745291.0,1200000.0,180700.0,1456605.0,12,آرمان,38738476064699383
10260,9,1394.0,102732.0,1792183.0,407326.0,349282.0,0.0,238189.0,565742.0,3357.0,4136534.0,386472.0,0.0,2842210.0,1200000.0,17014.0,1294324.0,12,آرمان,38738476064699383
10261,10,1395.0,237557.0,2025112.0,536506.0,277473.0,0.0,211039.0,361383.0,2655.0,4363005.0,526428.0,0.0,2980532.0,1200000.0,90141.0,1382473.0,12,آرمان,38738476064699383
10262,1,1387.0,,,,,,,,,,,,,,,,3,شفارا,67965884006655065
10263,2,1388.0,8164.0,76122.0,870.0,89768.0,205312.0,0.0,53534.0,449.0,262980.0,56331.0,222428.0,228441.0,50000.0,-19212.0,34539.0,3,شفارا,67965884006655065
10264,4,1390.0,,,,,,,,,,,,,,,,3,كاسپين,28431095903407567
10265,5,1391.0,,,,,,,,,,,,,,,,3,كاسپين,28431095903407567
10266,3,1389.0,3792.0,59479.0,4192.0,107257.0,251994.0,0.0,47149.0,1461.0,304140.0,106599.0,262623.0,270024.0,50000.0,-19635.0,34116.0,3,شفارا,67965884006655065
10267,4,1390.0,,,,,,,,,,,,,,,,3,شفارا,67965884006655065
10268,5,1391.0,57416.0,92147.0,1233.0,69113.0,364106.0,0.0,38095.0,1598.0,407030.0,24519.0,300287.0,316542.0,50000.0,36737.0,90488.0,3,شفارا,67965884006655065
10269,6,1392.0,31551.0,142553.0,83337.0,87318.0,559427.0,0.0,39354.0,1494.0,606532.0,1858.0,413258.0,434590.0,50000.0,116942.0,171942.0,3,شفارا,67965884006655065
10270,7,1393.0,194448.0,165858.0,171905.0,204352.0,1000543.0,0.0,46549.0,1466.0,1062096.0,6824.0,821080.0,869327.0,50000.0,137769.0,192769.0,3,شفارا,67965884006655065
10271,8,1394.0,68167.0,214595.0,3258.0,332191.0,701418.0,0.0,134342.0,5628.0,847084.0,135110.0,643390.0,696471.0,150000.0,-4387.0,150613.0,3,شفارا,67965884006655065
10272,9,1395.0,63176.0,0.0,3613.0,126728.0,420408.0,0.0,140154.0,4945.0,571079.0,0.0,791790.0,856513.0,150000.0,-440434.0,-285434.0,3,شفارا,67965884006655065
10273,10,1396.0,26236.0,0.0,3654.0,61139.0,265389.0,0.0,134130.0,3822.0,406092.0,0.0,954057.0,1037937.0,150000.0,-786845.0,-631845.0,3,شفارا,67965884006655065
10274,1,1387.0,,,,,,,,,,,,,,,,6,شفارا,67965884006655065
10275,2,1388.0,9223.0,69530.0,870.0,70866.0,236180.0,0.0,52646.0,417.0,292869.0,36775.0,257524.0,263921.0,50000.0,-24803.0,28948.0,6,شفارا,67965884006655065
10276,3,1389.0,989.0,94122.0,1602.0,60837.0,265770.0,0.0,46789.0,1731.0,315461.0,48586.0,280899.0,288604.0,50000.0,-26894.0,26857.0,6,شفارا,67965884006655065
10277,4,1390.0,1114.0,100315.0,1596.0,37906.0,252834.0,0.0,47026.0,1644.0,307986.0,31300.0,250907.0,260195.0,50000.0,-5960.0,47791.0,6,شفارا,67965884006655065
10278,5,1391.0,99508.0,186106.0,1569.0,44433.0,392819.0,0.0,37036.0,1546.0,438308.0,10454.0,313854.0,330152.0,50000.0,54405.0,108156.0,6,شفارا,67965884006655065
10279,6,1392.0,54301.0,253755.0,105837.0,195461.0,673009.0,0.0,46964.0,1466.0,729869.0,4581.0,483124.0,505344.0,150000.0,169525.0,224525.0,6,شفارا,67965884006655065
10280,7,1393.0,152354.0,160376.0,172079.0,206312.0,827384.0,0.0,77378.0,1466.0,913489.0,8672.0,627525.0,674321.0,150000.0,184168.0,239168.0,6,شفارا,67965884006655065
10281,8,1394.0,15835.0,165912.0,3159.0,283359.0,559026.0,0.0,135598.0,5627.0,705393.0,101210.0,608484.0,660157.0,150000.0,-109764.0,45236.0,6,شفارا,67965884006655065
10282,9,1395.0,64870.0,0.0,3769.0,118854.0,396277.0,0.0,137776.0,4599.0,544992.0,0.0,830279.0,898447.0,150000.0,-508455.0,-353455.0,6,شفارا,67965884006655065
10283,10,1396.0,23030.0,0.0,3908.0,66841.0,248231.0,0.0,134279.0,3563.0,387246.0,0.0,1032029.0,1122900.0,150000.0,-890654.0,-735654.0,6,شفارا,67965884006655065
10284,1,1387.0,,,,,,,,,,,,,,,,9,شفارا,67965884006655065
10285,2,1388.0,,,,,,,,,,,,,,,,9,شفارا,67965884006655065
10286,3,1389.0,,,,,,,,,,,,,,,,9,شفارا,67965884006655065
10287,4,1390.0,,,,,,,,,,,,,,,,9,شفارا,67965884006655065
10288,5,1391.0,5555.0,84539.0,102569.0,67220.0,435317.0,0.0,36719.0,1598.0,480874.0,31346.0,325966.0,342696.0,50000.0,84427.0,138178.0,9,شفارا,67965884006655065
10289,6,1392.0,166923.0,271310.0,101948.0,212614.0,813011.0,0.0,50721.0,1466.0,875333.0,1585.0,545538.0,571192.0,50000.0,249141.0,304141.0,9,شفارا,67965884006655065
10290,7,1393.0,14722.0,94155.0,123950.0,207440.0,726348.0,0.0,90019.0,1466.0,825094.0,1274.0,547966.0,595431.0,150000.0,174663.0,229663.0,9,شفارا,67965884006655065
10291,8,1394.0,25822.0,170584.0,3160.0,166570.0,438872.0,0.0,131546.0,5377.0,585073.0,94325.0,619754.0,674423.0,150000.0,-244350.0,-89350.0,9,شفارا,67965884006655065
10292,9,1395.0,32229.0,0.0,3769.0,86045.0,329681.0,0.0,136396.0,5117.0,476758.0,0.0,822143.0,895180.0,150000.0,-573422.0,-418422.0,9,شفارا,67965884006655065
10293,10,1396.0,,,,,,,,,,,,,,,,9,شفارا,67965884006655065
10294,1,1386.0,,,,,,,,,,,,,,,,12,شفارا,67965884006655065
10295,2,1387.0,8327.0,0.0,870.0,86284.0,272738.0,0.0,55551.0,449.0,332658.0,0.0,287703.0,293152.0,50000.0,-14245.0,39506.0,12,شفارا,67965884006655065
10296,3,1388.0,3937.0,82621.0,1123.0,89786.0,275939.0,0.0,48943.0,1757.0,330266.0,65088.0,285130.0,292260.0,50000.0,-15745.0,38006.0,12,شفارا,67965884006655065
10297,4,1389.0,4901.0,87634.0,1627.0,42923.0,245646.0,0.0,47512.0,1696.0,298532.0,44008.0,236190.0,295237.0,50000.0,-50456.0,3295.0,12,شفارا,67965884006655065
10298,5,1390.0,10537.0,93623.0,1233.0,59278.0,220960.0,0.0,38172.0,1598.0,267860.0,11044.0,228261.0,243453.0,50000.0,-29344.0,24407.0,12,شفارا,67965884006655065
10299,6,1391.0,6351.0,221867.0,85817.0,107839.0,512055.0,0.0,39973.0,1494.0,560383.0,8526.0,363683.0,383328.0,50000.0,122055.0,177055.0,12,شفارا,67965884006655065
10300,7,1392.0,94972.0,178466.0,171904.0,210773.0,736204.0,0.0,56931.0,1466.0,800539.0,5183.0,362055.0,395020.0,50000.0,350519.0,405519.0,12,شفارا,67965884006655065
10301,8,1393.0,64130.0,0.0,43184.0,333649.0,631219.0,0.0,131877.0,5603.0,774395.0,0.0,529310.0,577948.0,150000.0,43873.0,196447.0,12,شفارا,67965884006655065
10302,9,1394.0,75162.0,0.0,3607.0,82011.0,384748.0,0.0,138679.0,5117.0,530064.0,0.0,724539.0,781510.0,150000.0,-406446.0,-251446.0,12,شفارا,67965884006655065
10303,10,1395.0,16704.0,0.0,3654.0,67315.0,253993.0,0.0,135539.0,4081.0,397045.0,0.0,890031.0,961652.0,150000.0,-719607.0,-564607.0,12,شفارا,67965884006655065
10304,1,1387.0,,,,,,,,,,,,,,,,3,وتوس,68117765376081366
10305,2,1388.0,2004.0,111211.0,7877.0,135011.0,380032.0,286660.0,10598.0,0.0,677759.0,62092.0,352721.0,352721.0,383684.0,107491.0,325038.0,3,وتوس,68117765376081366
10306,3,1389.0,,,,,,,,,,,,,,,,3,وتوس,68117765376081366
10307,4,1390.0,1178.0,272174.0,1441.0,197753.0,628461.0,311591.0,9134.0,0.0,949636.0,99339.0,407592.0,407592.0,383684.0,137386.0,542044.0,3,وتوس,68117765376081366
10308,5,1391.0,4457.0,92562.0,1311.0,199892.0,451792.0,293617.0,8542.0,0.0,754399.0,29545.0,295365.0,295365.0,383684.0,53066.0,459034.0,3,وتوس,68117765376081366
10309,6,1392.0,23966.0,479547.0,179.0,288790.0,943499.0,150731.0,7966.0,289.0,1102643.0,49094.0,228097.0,228097.0,675000.0,206954.0,874546.0,3,وتوس,68117765376081366
10310,7,1393.0,10861.0,388262.0,219.0,383264.0,914481.0,148754.0,8996.0,289.0,1072677.0,31272.0,257071.0,257071.0,675000.0,107896.0,815606.0,3,وتوس,68117765376081366
10311,8,1394.0,13655.0,117841.0,71869.0,464807.0,895584.0,147191.0,9521.0,315.0,1052768.0,16175.0,165396.0,165396.0,675000.0,174793.0,887372.0,3,وتوس,68117765376081366
10312,9,1395.0,2124.0,228804.0,42089.0,394149.0,913417.0,148568.0,15887.0,288.0,1078345.0,18875.0,246055.0,246055.0,675000.0,116994.0,832290.0,3,وتوس,68117765376081366
10313,10,1396.0,5644.0,0.0,90865.0,279253.0,1068866.0,149338.0,15260.0,348.0,1233936.0,0.0,393898.0,393898.0,675000.0,123685.0,840038.0,3,وتوس,68117765376081366
10314,1,1387.0,,,,,,,,,,,,,,,,6,وتوس,68117765376081366
10315,2,1388.0,,,,,,,,,,,,,,,,6,وتوس,68117765376081366
10316,3,1389.0,2757.0,145078.0,1305.0,159683.0,408704.0,311592.0,9842.0,0.0,730616.0,66984.0,297031.0,297031.0,383684.0,32354.0,433585.0,6,وتوس,68117765376081366
10317,4,1390.0,12209.0,171330.0,1305.0,200431.0,484400.0,290417.0,9137.0,0.0,784404.0,32415.0,316070.0,316070.0,383684.0,63676.0,468334.0,6,وتوس,68117765376081366
10318,5,1391.0,3962.0,126953.0,1307.0,194122.0,376802.0,350514.0,8550.0,0.0,736314.0,29077.0,241786.0,241786.0,383684.0,34560.0,494528.0,6,وتوس,68117765376081366
10319,6,1392.0,86108.0,422063.0,218.0,284433.0,1006612.0,56538.0,7967.0,289.0,1071563.0,3952.0,169323.0,169323.0,675000.0,202467.0,902240.0,6,وتوس,68117765376081366
10320,7,1393.0,96671.0,120699.0,119250.0,386456.0,910027.0,149775.0,9628.0,289.0,1069876.0,31743.0,235270.0,235270.0,675000.0,126896.0,834606.0,6,وتوس,68117765376081366
10321,8,1394.0,24558.0,136748.0,54874.0,424881.0,863533.0,147541.0,9646.0,289.0,1021192.0,15405.0,254259.0,254259.0,675000.0,54354.0,766933.0,6,وتوس,68117765376081366
10322,9,1395.0,12194.0,0.0,56919.0,581360.0,1062192.0,33702.0,29820.0,508.0,1128117.0,0.0,313796.0,313796.0,675000.0,87681.0,814321.0,6,وتوس,68117765376081366
10323,10,1396.0,38778.0,0.0,94206.0,618369.0,1318299.0,34479.0,29676.0,518.0,1383157.0,0.0,343259.0,343259.0,675000.0,321446.0,1039898.0,6,وتوس,68117765376081366
10324,1,1387.0,,,,,,,,,,,,,,,,9,وتوس,68117765376081366
10325,2,1388.0,36992.0,129533.0,8234.0,141216.0,562852.0,293686.0,10635.0,0.0,867641.0,112156.0,466789.0,466789.0,383684.0,45354.0,400852.0,9,وتوس,68117765376081366
10326,3,1389.0,10556.0,235449.0,1305.0,177654.0,561351.0,311591.0,9842.0,0.0,883261.0,72273.0,453865.0,453865.0,383684.0,28165.0,429396.0,9,وتوس,68117765376081366
10327,4,1390.0,15732.0,116633.0,1305.0,203168.0,522508.0,323061.0,9140.0,0.0,855158.0,43768.0,393872.0,393872.0,383684.0,56628.0,461286.0,9,وتوس,68117765376081366
10328,5,1391.0,4018.0,100879.0,179.0,256011.0,405964.0,350513.0,8553.0,0.0,765478.0,54664.0,279111.0,279111.0,383684.0,26399.0,486367.0,9,وتوس,68117765376081366
10329,6,1392.0,77897.0,413090.0,218.0,288040.0,898623.0,148499.0,8424.0,289.0,1055992.0,3953.0,152395.0,152395.0,675000.0,203824.0,903597.0,9,وتوس,68117765376081366
10330,7,1393.0,48172.0,115823.0,94841.0,388284.0,871762.0,149792.0,9690.0,289.0,1031690.0,26831.0,218365.0,218365.0,675000.0,105615.0,813325.0,9,وتوس,68117765376081366
10331,8,1394.0,23534.0,119848.0,58628.0,429558.0,902068.0,134968.0,10122.0,289.0,1047630.0,33301.0,280818.0,280818.0,675000.0,54233.0,766812.0,9,وتوس,68117765376081366
10332,9,1395.0,1337.0,0.0,44722.0,280452.0,983060.0,134968.0,14371.0,287.0,1132871.0,0.0,308881.0,308881.0,675000.0,108694.0,823990.0,9,وتوس,68117765376081366
10333,10,1396.0,90830.0,0.0,80551.0,309861.0,1205599.0,149338.0,19477.0,288.0,1374887.0,0.0,313845.0,313845.0,675000.0,344689.0,1061042.0,9,وتوس,68117765376081366
10334,1,1386.0,,,,,,,,,,,,,,,,12,وتوس,68117765376081366
10335,2,1387.0,6164.0,88471.0,7876.0,127332.0,265619.0,269827.0,10594.0,0.0,582019.0,20044.0,254534.0,254534.0,200000.0,109938.0,327485.0,12,وتوس,68117765376081366
10336,3,1388.0,21652.0,92779.0,8234.0,152921.0,401010.0,305686.0,9838.0,0.0,753292.0,93515.0,316004.0,316004.0,383684.0,36057.0,437288.0,12,وتوس,68117765376081366
10337,4,1389.0,16737.0,141687.0,1305.0,190093.0,421151.0,324497.0,9134.0,0.0,755232.0,19689.0,250947.0,250947.0,383684.0,99627.0,504285.0,12,وتوس,68117765376081366
10338,5,1390.0,3578.0,85555.0,1310.0,199220.0,434773.0,281527.0,8537.0,291.0,725285.0,17802.0,267928.0,267928.0,383684.0,51389.0,457357.0,12,وتوس,68117765376081366
10339,6,1391.0,27427.0,106850.0,178.0,277254.0,534224.0,354398.0,7967.0,289.0,897035.0,49219.0,277436.0,277436.0,383684.0,74199.0,619599.0,12,وتوس,68117765376081366
10340,7,1392.0,18739.0,366604.0,218.0,363729.0,888687.0,148690.0,8808.0,289.0,1046631.0,73307.0,146762.0,146762.0,675000.0,192159.0,899869.0,12,وتوس,68117765376081366
10341,8,1393.0,29384.0,112028.0,81741.0,420045.0,878626.0,147208.0,9322.0,288.0,1035602.0,15881.0,142825.0,142825.0,675000.0,180198.0,892777.0,12,وتوس,68117765376081366
10342,9,1394.0,16952.0,0.0,46945.0,540010.0,1040910.0,33702.0,31529.0,478.0,1114510.0,0.0,306504.0,306504.0,675000.0,81372.0,808006.0,12,وتوس,68117765376081366
10343,10,1395.0,53722.0,0.0,87889.0,608805.0,1132474.0,33077.0,29735.0,699.0,1223539.0,0.0,411253.0,411253.0,675000.0,84589.0,812286.0,12,وتوس,68117765376081366
10344,1,1387.0,,,,,,,,,,,,,,,,3,كساوه,25001509088465005
10345,2,1388.0,19757.0,120994.0,14.0,116525.0,267987.0,0.0,139342.0,0.0,408966.0,17649.0,231172.0,257822.0,121500.0,17494.0,151144.0,3,كساوه,25001509088465005
10346,3,1389.0,19995.0,131279.0,0.0,100395.0,277792.0,0.0,129639.0,1306.0,409474.0,19511.0,179642.0,184630.0,121500.0,91194.0,224844.0,3,كساوه,25001509088465005
10347,4,1390.0,2978.0,118458.0,0.0,136854.0,301407.0,0.0,173352.0,1654.0,476427.0,31772.0,155044.0,200761.0,151875.0,112484.0,275666.0,3,كساوه,25001509088465005
10348,5,1391.0,3963.0,104754.0,0.0,194059.0,337057.0,0.0,168832.0,1310.0,507606.0,38445.0,171765.0,218855.0,151875.0,121688.0,288751.0,3,كساوه,25001509088465005
10349,6,1392.0,17347.0,111631.0,0.0,238098.0,487058.0,0.0,204381.0,1310.0,693794.0,55487.0,156240.0,252740.0,151875.0,273991.0,441054.0,3,كساوه,25001509088465005
10350,7,1393.0,5327.0,306173.0,0.0,272103.0,848638.0,387734.0,268404.0,1314.0,1525076.0,100388.0,713591.0,763195.0,210000.0,535899.0,761881.0,3,كساوه,25001509088465005
10351,8,1394.0,16673.0,170194.0,0.0,538101.0,822957.0,379625.0,267777.0,2263.0,1482398.0,126112.0,669247.0,738910.0,350000.0,375650.0,743488.0,3,كساوه,25001509088465005
10352,9,1395.0,27543.0,0.0,0.0,521078.0,870475.0,379625.0,253479.0,1787.0,1506940.0,0.0,716598.0,725882.0,350000.0,237415.0,781058.0,3,كساوه,25001509088465005
10353,10,1396.0,38817.0,0.0,0.0,678275.0,936743.0,379610.0,220169.0,1792.0,1569322.0,0.0,612104.0,751388.0,529550.0,249826.0,817934.0,3,كساوه,25001509088465005
10354,1,1387.0,,,,,,,,,,,,,,,,6,كساوه,25001509088465005
10355,2,1388.0,17387.0,122373.0,0.0,114842.0,269678.0,0.0,133669.0,2978.0,406325.0,17228.0,214432.0,224372.0,121500.0,48303.0,181953.0,6,كساوه,25001509088465005
10356,3,1389.0,71900.0,114330.0,0.0,109681.0,308496.0,0.0,144930.0,1306.0,457015.0,27988.0,262973.0,272446.0,121500.0,50919.0,184569.0,6,كساوه,25001509088465005
10357,4,1390.0,30401.0,133414.0,0.0,160339.0,346481.0,0.0,180901.0,1310.0,530175.0,43805.0,256218.0,306652.0,151875.0,56460.0,223523.0,6,كساوه,25001509088465005
10358,5,1391.0,40017.0,128121.0,0.0,191741.0,399020.0,0.0,182235.0,1317.0,585120.0,70640.0,290612.0,343170.0,151875.0,74887.0,241950.0,6,كساوه,25001509088465005
10359,6,1392.0,44594.0,135727.0,40300.0,274891.0,563008.0,428297.0,241297.0,1317.0,1238605.0,81620.0,653400.0,878619.0,210000.0,192923.0,359986.0,6,كساوه,25001509088465005
10360,7,1393.0,53415.0,272121.0,0.0,457359.0,879521.0,379625.0,289783.0,1321.0,1555405.0,119616.0,969914.0,1088992.0,210000.0,235413.0,466413.0,6,كساوه,25001509088465005
10361,8,1394.0,21117.0,193530.0,0.0,581781.0,907290.0,379625.0,270892.0,1797.0,1566534.0,145289.0,1051134.0,1061935.0,350000.0,133599.0,504599.0,6,كساوه,25001509088465005
